card_id,company,card_name,card_type,image_url,link_url
01506,국민,T 라이트 KB국민카드,신용,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/01506_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=01506
01507,국민,KT 할부 Plus KB국민카드,신용,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/01507_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=01507
01508,국민,LGU+ 라이트할부 Ⅱ KB국민카드,신용,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/01508_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=01508
09153,국민,마일리지 가온카드(대한항공),신용,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/09153_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=09153
04426,국민,넥센타이어 KB국민카드,신용,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/04426_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=04426
07964,국민,노리2 체크카드(KB Pay),체크,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/07964_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=07964
09564,국민,트래블러스 체크카드(토심이),체크,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/09564_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=09564
09347,국민,K-패스체크카드(경기패스 디자인),체크,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/09347_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=09347
07972,국민,노리2 체크카드(Global),체크,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/07972_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=07972
09562,국민,트래블러스 체크카드,체크,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/09562_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=09562
04919,국민,기후동행 체크카드,체크,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/04919_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=04919
02066,국민,국민행복체크카드,체크,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/02066_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=02066
01760,국민,첵첵 체크카드(마루는강쥐),체크,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/01760_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=01760
07960,국민,토심이 첵첵 체크카드,체크,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/07960_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=07960
09349,국민,전통시장온누리체크카드,체크,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/09349_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=09349
01988,국민,청춘대로 싱글 체크카드,체크,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/01988_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=01988
09324,국민,K-패스체크카드(농협계좌),체크,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/09324_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=09324
09790,국민,NEED Edu카드,신용,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/09790_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=09790
04918,국민,기후동행카드,신용,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/04918_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=04918
04494,국민,보람상조 KB카드,신용,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/04494_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=04494
04241,국민,Liiv M Ⅱ 카드,신용,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/04241_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=04241
04290,국민,KMVNO 알뜰폰 카드,신용,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/04290_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=04290
09106,국민,Biz Prime 카드,신용,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/09106_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=09106
09348,국민,전통시장온누리카드,신용,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/09348_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=09348
09291,국민,사장님카드,신용,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/09291_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=09291
09183,국민,탄탄대로 Biz카드,신용,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/09183_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=09183
09176,국민,가온 Biz카드,신용,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/09176_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=09176
04131,국민,KB국민 군인연금증 신용카드(비사진),신용,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/04131_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=04131
00996,국민,국방멤버쉽카드,신용,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/00996_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=00996
04095,국민,스타트럭Ⅱ GS칼텍스카드,신용,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/04095_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=04095
